white,black,trials,equity,sw,sl,gw,gl,bw,bl
h120-a-1.w, /Users/todd/src/backgammon/nets/drc.w, 100000, -0.07, 36794, 39501, 10005, 11987, 801, 912
h120-a-2.w, /Users/todd/src/backgammon/nets/drc.w, 100000, -0.0261, 37941, 39627, 10222, 10652, 769, 789
h120-a-3.w, /Users/todd/src/backgammon/nets/drc.w, 100000, -2e-05, 37395, 39096, 11494, 10766, 665, 584
h120-a-4.w, /Users/todd/src/backgammon/nets/drc.w, 100000, -0.0268, 39017, 40399, 9327, 10319, 583, 355
h120-a-5.w, /Users/todd/src/backgammon/nets/drc.w, 100000, -0.00744, 36282, 39920, 12038, 10690, 568, 502
h120-a-6.w, /Users/todd/src/backgammon/nets/drc.w, 100000, 0.00885, 37608, 38190, 11590, 11173, 825, 614
h120-a-7.w, /Users/todd/src/backgammon/nets/drc.w, 100000, 0.0107, 37464, 37759, 11937, 11426, 765, 649
h120-a-8.w, /Users/todd/src/backgammon/nets/drc.w, 100000, 0.00168, 36079, 37750, 12717, 12033, 789, 632
h120-a-9.w, /Users/todd/src/backgammon/nets/drc.w, 100000, -0.00108, 34445, 37930, 13818, 12356, 801, 650
h120-a-10.w, /Users/todd/src/backgammon/nets/drc.w, 100000, 0.0241, 38225, 38801, 11527, 10111, 693, 643
h120-a-11.w, /Users/todd/src/backgammon/nets/drc.w, 100000, 0.0106, 36508, 38209, 12534, 11316, 771, 662
h120-a-12.w, /Users/todd/src/backgammon/nets/drc.w, 100000, 0.0275, 36546, 38274, 12906, 10609, 813, 852
h120-a-13.w, /Users/todd/src/backgammon/nets/drc.w, 100000, 0.0436, 38485, 37477, 12134, 10648, 692, 564
h120-a-14.w, /Users/todd/src/backgammon/nets/drc.w, 100000, 0.0328, 38061, 37895, 12011, 10674, 752, 607
h120-a-15.w, /Users/todd/src/backgammon/nets/drc.w, 100000, 0.0309, 37191, 38028, 12450, 10928, 849, 554
h120-a-16.w, /Users/todd/src/backgammon/nets/drc.w, 100000, 0.0348, 37302, 37893, 12549, 10827, 819, 610
h120-a-17.w, /Users/todd/src/backgammon/nets/drc.w, 100000, 0.0332, 36140, 38711, 13145, 10685, 821, 498
h120-a-18.w, /Users/todd/src/backgammon/nets/drc.w, 100000, 0.0306, 37312, 37344, 12612, 11418, 775, 539
h120-a-19.w, /Users/todd/src/backgammon/nets/drc.w, 100000, 0.044, 37289, 36848, 13105, 11318, 785, 655
h120-a-20.w, /Users/todd/src/backgammon/nets/drc.w, 100000, 0.037, 37649, 38091, 12224, 10712, 848, 476
h120-a-21.w, /Users/todd/src/backgammon/nets/drc.w, 100000, 0.0303, 38407, 38426, 11571, 10433, 710, 453
h120-a-22.w, /Users/todd/src/backgammon/nets/drc.w, 100000, 0.0255, 37738, 37921, 12049, 11075, 739, 478
h120-a-23.w, /Users/todd/src/backgammon/nets/drc.w, 100000, 0.0401, 37141, 37042, 13054, 11367, 788, 608
h120-a-24.w, /Users/todd/src/backgammon/nets/drc.w, 100000, 0.0301, 37034, 37518, 12789, 11221, 779, 659
h120-a-25.w, /Users/todd/src/backgammon/nets/drc.w, 100000, 0.0384, 35569, 38763, 13793, 10533, 757, 585
h120-a-26.w, /Users/todd/src/backgammon/nets/drc.w, 100000, 0.0406, 38615, 37652, 11834, 10570, 759, 570
h120-a-27.w, /Users/todd/src/backgammon/nets/drc.w, 100000, 0.0425, 35775, 37518, 13953, 11328, 837, 589
h120-a-28.w, /Users/todd/src/backgammon/nets/drc.w, 100000, 0.0299, 35524, 38106, 13943, 10969, 667, 791
h120-a-29.w, /Users/todd/src/backgammon/nets/drc.w, 100000, 0.0273, 37342, 38480, 12214, 10771, 760, 433
h120-a-30.w, /Users/todd/src/backgammon/nets/drc.w, 100000, 0.0441, 37484, 37871, 12735, 10725, 722, 463
