white,black,trials,equity,sw,sl,gw,gl,bw,bl
h30-200m-100L-1.w, /home/ubuntu/src/backgammon/nets/drc.w, 100000, -0.117, 35328, 41013, 9808, 11748, 703, 1400
h30-200m-100L-2.w, /home/ubuntu/src/backgammon/nets/drc.w, 100000, -0.118, 36206, 40907, 9121, 11809, 690, 1267
h30-200m-100L-3.w, /home/ubuntu/src/backgammon/nets/drc.w, 100000, -0.0869, 35523, 40069, 10531, 12333, 682, 862
h30-200m-100L-4.w, /home/ubuntu/src/backgammon/nets/drc.w, 100000, -0.0712, 36573, 40425, 10000, 11442, 716, 844
h30-200m-100L-5.w, /home/ubuntu/src/backgammon/nets/drc.w, 100000, -0.0787, 37903, 40834, 8762, 10892, 691, 918
h30-200m-100L-6.w, /home/ubuntu/src/backgammon/nets/drc.w, 100000, -0.0668, 36572, 40916, 9962, 11193, 699, 658
h30-200m-100L-7.w, /home/ubuntu/src/backgammon/nets/drc.w, 100000, -0.0609, 35763, 38127, 11278, 13149, 845, 838
h30-200m-100L-8.w, /home/ubuntu/src/backgammon/nets/drc.w, 100000, -0.0592, 37831, 39687, 9544, 11263, 734, 941
h30-200m-100L-9.w, /home/ubuntu/src/backgammon/nets/drc.w, 100000, -0.0757, 36311, 38272, 10573, 13228, 758, 858
h30-200m-100L-10.w, /home/ubuntu/src/backgammon/nets/drc.w, 100000, -0.0938, 37221, 39987, 9169, 12034, 647, 942
h30-200m-100L-11.w, /home/ubuntu/src/backgammon/nets/drc.w, 100000, -0.0588, 35958, 38786, 11111, 12298, 810, 1037
h30-200m-100L-12.w, /home/ubuntu/src/backgammon/nets/drc.w, 100000, -0.0512, 38291, 40606, 9241, 10151, 692, 1019
h30-200m-100L-13.w, /home/ubuntu/src/backgammon/nets/drc.w, 100000, -0.0589, 37302, 40740, 9729, 10738, 673, 818
h30-200m-100L-14.w, /home/ubuntu/src/backgammon/nets/drc.w, 100000, -0.0481, 37333, 39746, 10157, 11240, 724, 800
h30-200m-100L-15.w, /home/ubuntu/src/backgammon/nets/drc.w, 100000, -0.0606, 36315, 39677, 10595, 11805, 758, 850
h30-200m-100L-16.w, /home/ubuntu/src/backgammon/nets/drc.w, 100000, -0.0647, 37291, 40734, 9493, 10942, 748, 792
h30-200m-100L-17.w, /home/ubuntu/src/backgammon/nets/drc.w, 100000, -0.0623, 38085, 39316, 9419, 11593, 685, 902
h30-200m-100L-18.w, /home/todd/src/backgammon/nets/drc.w, 100000, -0.039, 36816, 39973, 10746, 10958, 700, 807
h30-200m-100L-19.w, /home/todd/src/backgammon/nets/drc.w, 100000, -0.0697, 37591, 41015, 9178, 10742, 668, 806
h30-200m-100L-20.w, /home/todd/src/backgammon/nets/drc.w, 100000, -0.0459, 37133, 40135, 10185, 11052, 772, 723
h30-200m-100L-21.w, /home/todd/src/backgammon/nets/drc.w, 100000, -0.0474, 38372, 41443, 9046, 9659, 667, 813
h30-200m-100L-22.w, /home/todd/src/backgammon/nets/drc.w, 100000, -0.0376, 37181, 39622, 10478, 10967, 819, 933
h30-200m-100L-23.w, /home/todd/src/backgammon/nets/drc.w, 100000, -0.042, 38626, 40228, 9263, 10718, 635, 530
h30-200m-100L-24.w, /home/todd/src/backgammon/nets/drc.w, 100000, -0.0407, 38695, 40639, 9102, 10306, 676, 582
h30-200m-100L-25.w, /home/todd/src/backgammon/nets/drc.w, 100000, -0.0312, 37485, 40569, 10205, 10364, 735, 642
h30-200m-100L-26.w, /home/todd/src/backgammon/nets/drc.w, 100000, -0.0483, 39681, 39421, 8548, 11050, 636, 664
h30-200m-100L-27.w, /home/todd/src/backgammon/nets/drc.w, 100000, -0.0283, 36018, 40013, 11510, 10990, 756, 713
h30-200m-100L-28.w, /home/todd/src/backgammon/nets/drc.w, 100000, -0.046, 35903, 40412, 11034, 10956, 807, 888
h30-200m-100L-29.w, /home/todd/src/backgammon/nets/drc.w, 100000, -0.024, 39197, 40459, 9244, 9843, 639, 618
h30-200m-100L-30.w, /home/todd/src/backgammon/nets/drc.w, 100000, -0.0291, 38385, 40418, 9635, 10174, 727, 661
h30-200m-100L-31.w, /home/todd/src/backgammon/nets/drc.w, 100000, -0.0439, 35904, 41136, 10957, 10577, 727, 699
h30-200m-100L-32.w, /home/todd/src/backgammon/nets/drc.w, 100000, -0.0274, 36691, 39628, 10996, 11181, 847, 657
h30-200m-100L-33.w, /home/todd/src/backgammon/nets/drc.w, 100000, -0.0204, 37278, 39498, 10836, 10935, 789, 664
h30-200m-100L-34.w, /home/todd/src/backgammon/nets/drc.w, 100000, -0.0475, 38884, 40163, 8917, 10809, 665, 562
h30-200m-100L-35.w, /home/todd/src/backgammon/nets/drc.w, 100000, -0.0336, 37932, 39951, 9988, 10743, 721, 665
h30-200m-100L-36.w, /home/todd/src/backgammon/nets/drc.w, 100000, -0.0275, 35585, 40130, 11736, 10915, 842, 792
h30-200m-100L-37.w, /home/todd/src/backgammon/nets/drc.w, 100000, -0.0336, 36615, 39970, 10935, 11066, 750, 664
h30-200m-100L-38.w, /home/todd/src/backgammon/nets/drc.w, 100000, -0.0379, 37956, 40220, 9839, 10759, 665, 561
h30-200m-100L-39.w, /home/todd/src/backgammon/nets/drc.w, 100000, -0.0527, 37106, 38031, 10647, 12538, 745, 933
h30-200m-100L-40.w, /home/todd/src/backgammon/nets/drc.w, 100000, -0.0396, 37780, 38653, 10322, 11569, 740, 936
h30-200m-100L-41.w, /home/todd/src/backgammon/nets/drc.w, 100000, -0.0229, 37602, 39712, 10539, 10763, 737, 647
