white,black,trials,equity,sw,sl,gw,gl,bw,bl
h60-50m0.0005-b100-1.w, /Users/todd/src/backgammon/nets/drc.w, 100000, -0.0802, 36923, 40277, 9768, 11137, 626, 1269
h60-50m0.0005-b100-2.w, /Users/todd/src/backgammon/nets/drc.w, 100000, -0.0871, 37103, 41568, 9125, 10419, 617, 1168
h60-50m0.0005-b100-3.w, /Users/todd/src/backgammon/nets/drc.w, 100000, -0.039, 38578, 39995, 9482, 10486, 651, 808
h60-50m0.0005-b100-4.w, /Users/todd/src/backgammon/nets/drc.w, 100000, -0.02, 37260, 38876, 11028, 11179, 814, 843
h60-50m0.0005-b100-5.w, /Users/todd/src/backgammon/nets/drc.w, 100000, -0.00226, 37741, 39185, 11040, 10512, 788, 734
h60-50m0.0005-b100-6.w, /Users/todd/src/backgammon/nets/drc.w, 100000, -0.0281, 37119, 39068, 10974, 11308, 734, 797
h60-50m0.0005-b100-7.w, /Users/todd/src/backgammon/nets/drc.w, 100000, -0.0153, 39191, 39479, 9694, 10460, 636, 540
h60-50m0.0005-b100-8.w, /Users/todd/src/backgammon/nets/drc.w, 100000, -0.00047, 37622, 38478, 11448, 11093, 696, 663
h60-50m0.0005-b100-9.w, /Users/todd/src/backgammon/nets/drc.w, 100000, -0.00839, 37578, 38016, 11409, 11674, 683, 640
h60-50m0.0005-b100-10.w, /Users/todd/src/backgammon/nets/drc.w, 100000, -0.0068, 38043, 38065, 11083, 11493, 685, 631
h60-50m0.0005-b100-11.w, /Users/todd/src/backgammon/nets/drc.w, 100000, -0.00499, 37771, 39087, 11022, 10855, 713, 552
h60-50m0.0005-b100-12.w, /Users/todd/src/backgammon/nets/drc.w, 100000, 0.0128, 37735, 38243, 11686, 10962, 744, 630
h60-50m0.0005-b100-13.w, /Users/todd/src/backgammon/nets/drc.w, 100000, 0.0111, 37562, 38691, 11721, 10743, 688, 595
h60-50m0.0005-b100-14.w, /Users/todd/src/backgammon/nets/drc.w, 100000, 0.0148, 38049, 38106, 11635, 10940, 659, 611
h60-50m0.0005-b100-15.w, /Users/todd/src/backgammon/nets/drc.w, 100000, 0.0241, 38120, 37703, 11815, 10913, 756, 693
h60-50m0.0005-b100-16.w, /Users/todd/src/backgammon/nets/drc.w, 100000, 0.00635, 37394, 38158, 11924, 11187, 656, 681
h60-50m0.0005-b100-17.w, /Users/todd/src/backgammon/nets/drc.w, 100000, 0.025, 37727, 38319, 11972, 10664, 738, 580
h60-50m0.0005-b100-18.w, /Users/todd/src/backgammon/nets/drc.w, 100000, 0.0164, 36681, 38198, 12523, 11147, 793, 658
h60-50m0.0005-b100-19.w, /Users/todd/src/backgammon/nets/drc.w, 100000, 0.0144, 38479, 38430, 11249, 10584, 640, 618
h60-50m0.0005-b100-20.w, /Users/todd/src/backgammon/nets/drc.w, 100000, 0.0253, 38369, 38310, 11510, 10472, 736, 603
h60-50m0.0005-b100-21.w, /Users/todd/src/backgammon/nets/drc.w, 100000, 0.0275, 37886, 38935, 11770, 10069, 736, 604
h60-50m0.0005-b100-22.w, /Users/todd/src/backgammon/nets/drc.w, 100000, 0.0241, 37680, 38756, 11885, 10317, 740, 622
h60-50m0.0005-b100-23.w, /Users/todd/src/backgammon/nets/drc.w, 100000, 0.0144, 37649, 38219, 11813, 10976, 728, 615
h60-50m0.0005-b100-24.w, /Users/todd/src/backgammon/nets/drc.w, 100000, 0.0272, 38197, 38071, 11820, 10591, 683, 638
h60-50m0.0005-b100-25.w, /Users/todd/src/backgammon/nets/drc.w, 100000, 0.0392, 37896, 38125, 12198, 10371, 788, 622
h60-50m0.0005-b100-26.w, /Users/todd/src/backgammon/nets/drc.w, 100000, 0.0358, 38120, 37791, 12090, 10668, 734, 597
h60-50m0.0005-b100-27.w, /Users/todd/src/backgammon/nets/drc.w, 100000, 0.0343, 37918, 38372, 12055, 10264, 746, 645
h60-50m0.0005-b100-28.w, /Users/todd/src/backgammon/nets/drc.w, 100000, 0.028, 38226, 38192, 11728, 10519, 726, 609
h60-50m0.0005-b100-29.w, /Users/todd/src/backgammon/nets/drc.w, 100000, 0.0402, 38140, 38164, 12142, 10257, 694, 603
h60-50m0.0005-b100-30.w, /Users/todd/src/backgammon/nets/drc.w, 100000, 0.0362, 37941, 38208, 12123, 10487, 723, 518
h60-50m0.0005-b100-31.w, /Users/todd/src/backgammon/nets/drc.w, 100000, 0.0394, 37962, 38346, 12148, 10265, 732, 547
h60-50m0.0005-b100-32.w, /Users/todd/src/backgammon/nets/drc.w, 100000, 0.0421, 38293, 38167, 12008, 10265, 734, 533
h60-50m0.0005-b100-33.w, /Users/todd/src/backgammon/nets/drc.w, 100000, 0.0524, 38254, 37747, 12328, 10370, 786, 515
h60-50m0.0005-b100-34.w, /Users/todd/src/backgammon/nets/drc.w, 100000, 0.0368, 38173, 38111, 11985, 10448, 732, 551
h60-50m0.0005-b100-35.w, /Users/todd/src/backgammon/nets/drc.w, 100000, 0.0346, 38055, 38360, 11941, 10318, 750, 576
h60-50m0.0005-b100-36.w, /Users/todd/src/backgammon/nets/drc.w, 100000, 0.0322, 37673, 38174, 12230, 10600, 738, 585
h60-50m0.0005-b100-37.w, /Users/todd/src/backgammon/nets/drc.w, 100000, 0.035, 38009, 38429, 11917, 10364, 777, 504
h60-50m0.0005-b100-38.w, /Users/todd/src/backgammon/nets/drc.w, 100000, 0.0384, 38330, 38329, 11825, 10209, 754, 553
h60-50m0.0005-b100-39.w, /Users/todd/src/backgammon/nets/drc.w, 100000, 0.0255, 38489, 38442, 11375, 10451, 731, 512
h60-50m0.0005-b100-40.w, /Users/todd/src/backgammon/nets/drc.w, 100000, 0.0396, 38202, 38202, 12029, 10278, 720, 569
h60-50m0.0005-b100-41.w, /Users/todd/src/backgammon/nets/drc.w, 100000, 0.0382, 38324, 38029, 11859, 10500, 779, 509
h60-50m0.0005-b100-42.w, /Users/todd/src/backgammon/nets/drc.w, 100000, 0.0418, 38124, 37843, 12244, 10501, 713, 575
