white,black,trials,equity,sw,sl,gw,gl,bw,bl
h90-100m-1.w, /home/todd/src/backgammon/nets/drc.w, 100000, -0.0921, 36485, 40712, 9552, 11762, 651, 838
h90-100m-2.w, /home/todd/src/backgammon/nets/drc.w, 100000, -0.0687, 35972, 39683, 10652, 11880, 789, 1024
h90-100m-3.w, /home/todd/src/backgammon/nets/drc.w, 100000, -0.035, 36465, 39822, 11131, 11089, 708, 785
h90-100m-4.w, /home/todd/src/backgammon/nets/drc.w, 100000, -0.034, 37499, 40310, 10231, 10673, 692, 595
h90-100m-5.w, /home/todd/src/backgammon/nets/drc.w, 100000, -0.0327, 36671, 40327, 10885, 10664, 717, 736
h90-100m-6.w, /home/todd/src/backgammon/nets/drc.w, 100000, -0.023, 37148, 39656, 10932, 10917, 703, 644
h90-100m-7.w, /home/todd/src/backgammon/nets/drc.w, 100000, -0.0178, 35628, 40080, 11957, 10773, 831, 731
h90-100m-8.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0114, 37077, 39708, 11773, 9971, 764, 707
h90-100m-9.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.00763, 36601, 39797, 12020, 10123, 757, 702
h90-100m-10.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.00965, 36650, 39712, 12026, 10125, 781, 706
h90-100m-11.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0125, 35644, 39135, 12981, 10561, 823, 856
h90-100m-12.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.019, 37366, 38957, 11912, 10325, 773, 667
h90-100m-13.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.019, 38341, 38831, 11271, 10190, 722, 645
h90-100m-14.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0201, 37180, 38785, 12072, 10535, 804, 624
h90-100m-15.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0281, 36965, 39061, 12404, 10209, 767, 594
h90-100m-16.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0328, 37612, 39275, 11972, 9682, 790, 669
h90-100m-17.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0355, 37745, 39257, 12040, 9562, 716, 680
h90-100m-18.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0208, 37681, 38778, 11854, 10320, 701, 666
h90-100m-19.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.044, 37050, 38686, 12739, 10120, 836, 569
h90-100m-20.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0403, 36724, 38445, 12934, 10473, 850, 574
h90-100m-21.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0365, 37969, 38158, 12107, 10535, 731, 500
h90-100m-22.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0511, 37328, 37830, 12904, 10598, 837, 503
h90-100m-23.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0512, 37311, 38447, 12795, 10132, 813, 502
h90-100m-24.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0375, 37089, 38950, 12538, 10162, 774, 487
h90-100m-25.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.031, 36803, 39556, 12423, 10035, 771, 412
h90-100m-26.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0634, 37177, 37492, 13438, 10651, 801, 441
h90-100m-27.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0535, 37459, 37898, 12913, 10500, 775, 455
h90-100m-28.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0434, 37925, 38741, 12166, 10087, 707, 374
h90-100m-29.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0441, 38374, 37925, 12015, 10527, 744, 415
h90-100m-30.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0552, 38008, 37849, 12555, 10382, 772, 434
h90-100m-31.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0522, 37766, 37291, 12783, 10977, 780, 403
h90-100m-32.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0578, 37131, 37523, 13313, 10739, 817, 477
h90-100m-33.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0534, 37258, 38335, 12853, 10286, 847, 421
